Column1	Column2
njoo?iima	13
njoo?odii	13
njuuluuji	13
noddaama	13
noddaani	13
noddeede	13
noires	13
ñokkaan	13
nokki	13
nokkuuje	13
nominale	13
notion	13
nouadhibou	13
nuli	13
?ar?i	13
?awle	13
obri	13
ohaayo	13
oms	13
paa?e	13
palol	13
pdg	13
peeñ?o	13
peew?i	13
peewi	13
pellondiral	13
pen	13
pi?ondire	13
piir	13
pineyankooji	13
pu??aa	13
pu??agol	13
raddoo?e	13
raki	13
rappeler	13
référence	13
renforcement	13
réponse	13
revolution	13
rewaa	13
rewnoo	13
rewoo?e	13
rewrata	13
robben	13
robooji	13
rokkaa?e	13
rokkaani	13
ronii	13
saaleh	13
saawaali	13
saayde	13
salinoo?e	13
sammbooru	13
school	13
seedaa	13
seerta	13
senaateeruuji	13
seteeji	13
sheekh	13
since	13
sitro?	13
situations	13
solution	13
soomde	13
sorbon	13
sos?e	13
su?aa	13
su?ngooji	13
suivant	13
support	13
suurtude	13
suus?e	13
taasiyo?	13
tafsiiru	13
tagiraa	13
tall	13
tamasig	13
tammbii	13
tebegut	13
teddiniri	13
teddu?i	13
tekke	13
tel?inde	13
telle	13
tene	13
tenngaade	13
terre	13
teskotoo	13
tiisiksa	13
tiwaawoon	13
to?i	13
tokomaaji	13
tomaas	13
tonngee	13
traitement	13
tunndo	13
tuugiindi	13
tu??am	13
uganndaa	13
ummitii	13
ummorii?e	13
ummoriinde	13
urur	13
uuji	13
variantes	13
waawaano	13
wa?da	13
wa??aaki	13
wadi	13
wa?iri	13
wa?taaka	13
walabo	13
waliyyu	13
wallitoo?e	13
waya	13
wayatnoo	13
waylaaki	13
wellitaade	13
wellitde	13
western	13
while	13
white	13
why	13
william	13
wiyanoo	13
wo??ondiraani	13
wonirta	13
wonndunoo	13
woppiteede	13
working	13
woyoo?e	13
wuuraa	13
yaafnaade	13
yahanoo	13
yahdii	13
yahrii	13
yalla	13
yaltinnoo	13
yeddude	13
yeebaare	13
?eewataa	13
?eewndorgal	13
yeewtanii	13
yeeyetee	13
?eftude	13
yejjitaama	13
yejjiteede	13
yerondiri	13
yettu	13
yi?noo?e	13
yimaa	13
yiyotaako	13
yng	13
yoo?aani	13
yowde	13
yowi	13
yu??inta	13
yummaagu	13
yummiraa?o	13
yurminaade	13
yurminii	13
aa?naade	12
aawaja	12
abubakri	12
accaa	12
addaama	12
addantaa	12
adena	12
adinoo	12
adunanke	12
aga	12
agricole	12
alakhbar	12
al?i	12
aljannaaji	12
al-kayidaa	12
alpha	12
alserinaajo	12
alston	12
amdh	12
amiin	12
amiiru	12
aminetu	12
amirka	12
ann	12
anndaa?e	12
anndina	12
antoñoo	12
apartheid	12
ardotoo	12
awde	12
awoynaat	12
ayyuun	12
baawngal	12
?adtii?e	12
bagaas	12
bakane	12
bakiri	12
banndaaji	12
banndiraa?o	12
baptiste	12
bas	12
battambonii?e	12
bedie	12
beles	12
benin	12
besiir	12
?eyde	12
?eydee	12
bileejo	12
birnii?o	12
?iyngu	12
bo?eeji	12
bommbooji	12
boode	12
?oornungal	12
?ooya	12
boyinnaaji	12
?urana	12
?urnoo?o	12
butelmiina	12
caakaneeje	12
caasal	12
caawli	12
cadres	12
cakkitii?e	12
calo	12
carrière	12
cee??o	12
ceenel	12
ceerataa	12
ceertii	12
celi	12
cewngu	12
cia	12
ciforii	12
cilaa	12
ciltir?i	12
cood-maa-mi	12
cooyi	12
cormitogol	12
cowii?o	12
daay	12
daaydaayre	12
dabare	12
?a??itde	12
?accii	12
dagii?o	12
dalen	12
?aniyankoo?e	12
darinoo?e	12
darnaa	12
?awaa?o	12
dawol	12
dee??o	12
definitely	12
?em?iyankaagal	12
demmbele	12
denngere	12
de??i	12
diiraali	12
diiraango	12
diisnondir?o	12
dikkaade	12
?in	12
dirtinde	12
diwtii	12
?oftude	12
?ooftii?o	12
dooñoo	12
dottaa	12
dowrooje	12
?owtaade	12
?uma	12
dummbugol	12
durngo	12
duumagol	12
duumii?o	12
duwanii	12
duwoyra	12
ecopi	12
eeh	12
eggi	12
ekw	12
elmiina	12
engeleteer	12
etaasi?il	12
etinooma	12
faa?i	12
faameede	12
faamreede	12
faltaaki	12
famar?e	12
fam?aani	12
fandinde	12
fanniyankoo?e	12
farlinaa	12
fawaande	12
faynde	12
fe?eendu	12
feewnitde	12
fellaa	12
fer	12
fettata	12
few	12
fina	12
fineyankoore	12
finndinde	12
firawana	12
fiyaa	12
fiyee	12
foofaandu	12
fooleede	12
foolii	12
fu??ii?e	12
fulde	12
fusii	12
fuutatooro	12
fuutiyu	12
gaawe	12
gadanel	12
gamaaji	12
gammbinaa?e	12
gamoowo	12
gates	12
gil?i	12
giye	12
goddi	12
godorongaaji	12
golla	12
gollaani	12
gollanoo	12
gollugol	12
gondu?i	12
goni	12
goodnoo?e	12
goodnoo?o	12
goofi	12
goowaa?i	12
gosi	12
gowlaali	12
goytaali	12
gumbalaa	12
gurmo	12
guroo	12
haalpulaaren	12
haaranduru	12
haawde	12
habiib	12
ha?	12
hakkilaaji	12
hakkunnde	12
hanndii	12
hasaan	12
hawde	12
hawriino	12
hayaa	12
he?aama	12
heddaaki	12
heddani	12
heddinoo?e	12
he?taade	12
heedani	12
heewndu	12
heñaade	12
high	12
hiisi	12
hiisoo	12
hinndu	12
hisde	12
ho?du?e	12
hollitnoo	12
home	12
hooynii	12
horiima	12
hudallaay	12
hutaade	12
huutoriima	12
idorii	12
injay	12
irina	12
isaa	12
isaas	12
jaabawuuji	12
jaaj?o	12
jaata	12
jaayndiyankaagal	12
ja??aa	12
jaltingol	12
jangtaa?e	12
janngirtee	12
jarribor?e	12
jeertinii	12
jeewaa?o	12
jerondiral	12
jeyli	12
jibuti	12
jii?de	12
jiidi	12
jiimnoo?e	12
jippaade	12
jirwinde	12
jirwinoo?e	12
jogitii?e	12
jolnude	12
jolo	12
jommbaajo	12
joo?inoo?o	12
joofirde	12
joofiri	12
juuriima	12
juuwde	12
kaalaa?e	12
ka??agol	12
ka?etee?o	12
kaddaafii	12
kadiri	12
ka?oowo	12
karallagal	12
karawal	12
karmu	12
karneeji	12
kaski	12
katiba	12
kawrata	12
kebbel	12
ke?en	12
ke?noo	12
ke?ta	12
ke?ten	12
keccol	12
keddiindi	12
keddoo	12
keeri?am	12
keertingol	12
kesamkesaagu	12
kewal	12
keyboard	12
ko?noo	12
kolla	12
kolommbus	12
koloñaal’en	12
komoo	12
kooni	12
kooraa	12
kumpaaka	12
kurka	12
kuumndi	12
laa?	12
laa?tungal	12
laaceeje	12
laaciire	12
laamagol	12
laatinooma	12
la??e	12
lampa	12
lare	12
lee	12
leefi	12
legnol	12
lehel	12
lelli	12
leloo	12
lequel	12
leslese	12
leslesu	12
leydii	12
liberation	12
libinaa?e	12
librewiil	12
liée	12
ligganaade	12
liggoo	12
littérature	12
livre	12
longue	12
lori	12
los	12
lunseni	12
luuki	12
luutndii?e	12
maalaw	12
maaygol	12
madiba	12
mahaa	12
mahnoo	12
maitrise	12
maputo	12
marde	12
marsey	12
mawnineede	12
mawninta	12
mawniraa?o	12
mbaawaten	12
mba?ani	12
mba?aten	12
mba??ii	12
mba??u	12
mba?tee	12
mbantu	12
mbeddaa	12
mberlaa	12
meere	12
mettii	12
miiji	12
miijtiya?kaagal	12
mikroo	12
mind	12
minisipaal	12
moddi	12
mogooji	12
moofta	12
moore	12
moritaninaagal	12
naage	12
ñaamaten	12
naanagal	12
naango	12
naatanii	12
ñalla	12
ñalwmaaji	12
nangtaade	12
nawee	12
nawtee	12
naya?ere	12
naywude	12
ndaarii	12
nda?ndi	12
ndadoo	12
ndarano	12
ndari	12
ndeene	12
ndeer	12
ndekete	12
ndenndina	12
ndenndinaa	12
ndiyamiri	12
nelde	12
newnande	12
newnii	12
ngaddana	12
ngaddinaaji	12
nganndaaka	12
ngartaani	12
ngayni	12
ngittaa	12
ngonani	12
ngonen	12
ngonno?aa	12
ngoobu	12
ngowaari	12
nguurka	12
nice	12
nikolaa	12
nja?	12
njaggiri	12
njaggondiri	12
njah	12
njamena	12
njananndi	12
njara	12
njarameeje	12
njari	12
njeewii	12
njetti?en	12
njettiimi	12
nji?-?en	12
nji??on	12
njimaandi	12
njiylotonoo	12
njo?a	12
njobbo	12
njoori	12
njoorta	12
njowii	12
nominales	12
nootii?e	12
ñootol	12
noowammburu	12
nuit	12
nuun?u?e	12
nuwaasootnaa?e	12
?aadiri	12
onndooji	12
ostaraali	12
own	12
ownooji	12
paafal	12
paatu?e	12
paayodinndi	12
paho	12
palestinnaa?e	12
pawaa	12
paytungal	12
peeñi	12
peewa	12
pibilik	12
piindi	12
polisiyee	12
pollaa?o	12
poo	12
poo?ondire	12
pota	12
pu??otoo	12
pulaareeje	12
purtugaal	12
pusgol	12
puuy?e	12
read	12
reena	12
reftaade	12
refto	12
relative	12
renndinaama	12
renndoyankooji	12
rentinde	12
res	12
révolution	12
rewankooje	12
riddi	12
right	12
rivonia	12
rokke	12
ronku	12
roofol?e	12
roondotoo?e	12
rouge	12
rugi	12
sabbundu	12
safatoore	12
safrirdu	12
salamata	12
sammbayel	12
sanngulee	12
saqqa	12
sari	12
sawta	12
sayiid	12
secteur	12
seedtinde	12
seesa	12
semaine	12
senelek	12
sewosewo	12
sifoo	12
sii?aade	12
siifondirde	12
siirtii	12
sikkitii	12
soldetee?e	12
sooda	12
sooro	12
sooynabo	12
sooynii	12
soroo	12
sorte	12
standard	12
suivante	12
suturaaji	12
suusi	12
suusii	12
taaga	12
taanum	12
taarorde	12
taballeeji	12
tabita	12
taksiiji	12
tambo	12
tamde	12
taw?aa	12
taworeede	12
ta?ondirde	12
teddinii	12
tee?anaade	12
teeti	12
te?ti	12
terorisma	12
teyi	12
tifaa	12
t?	12
to?de	12
to??aaki	12
to??ii?i	12
to??inoo	12
to??itaama	12
tolniingo	12
tooñanngeeji	12
tooñi	12
toppitii?e	12
toppitiingal	12
tostan	12
trarza	12
tumaaji	12
tuugnorde	12
two	12
uddit	12
udditiri	12
ummoto	12
using	12
ustaade	12
village	12
wa’i	12
wa?anee	12
wa?at	12
wa?daa	12
wa?irtee	12
wa?noongo	12
wa?tinta	12
wallaahi	12
wallitnoo?e	12
walteer	12
warkoyaagu	12
wasiyiima	12
wayaani	12
were	12
wiltude	12
without	12
wiyanooma	12
wo??inde	12
wo??itaade	12
wolkaa	12
wonnoode	12
wonoo	12
woowi	12
woppee	12
woppiri	12
woyata	12
woytoraandu	12
wullaani	12
wuurni	12
yaakorii	12
yahya	12
yaltataa	12
yaltine	12
yaltiniino	12
yamira	12
yamiraani	12
yawtude	12
?eewaama	12
?eewoo?e	12
yehii	12
?ellitoo	12
yenaande	12
yer?inde	12
?ettaa?o	12
?ettetee	12
yettotoo	12
yi?aani	12
yo?etee	12
yon?e	12
?oogaa	12
youtube	12
yowre	12
yuusu	12
aadeeri	11
aaludere	11
aaral	11
abbii	11
adaade	11
a?i	11
adunayankooje	11
after	11
ahmedi	11
aksidaaji	11
alhuseyni	11
align	11
alphabétisation	11
amasig	11
ambasad	11
anndaano	11
anndataa	11
arafat	11
arataa	11
ardinde	11
ardunoo	11
ared	11
artataa	11
awa	11
awiril	11
ayna	11
ayniina	11
baak	11
ba?ooji	11
ba?tugol	11
bags	11
bakkel	11
bakteri	11
?allii?e	11
?amde	11
bammbaa?o	11
?arakke	11
bayyinii	11
because	11
bederdiin	11
bele	11
belgik	11
bellitgol	11
bernaar	11
beshiir	11
?eydol	11
bikarbonaat	11
bil	11
bilaa	11
bilaali	11
?ira	11
birgude	11
biynoo?o	11
?ohe	11
bokasaa	11
?oli	11
bonne	11
?oo?de	11
bordoo	11
boros	11
boston	11
botha	11
boyinaaji	11
?uratnoo	11
burgibaa	11
burunndi	11
buso	11
?uu?a	11
?uutdi	11
caakii	11
cabbii	11
cafra	11
cafrugol	11
cakkitto	11
caliima	11
came	11
case	11
caski	11
ceen	11
cellaani	11
celleci	11
cikkaa	11
cikku-?aa	11
ciññel	11
cip	11
cos?e	11
cosii	11
cuurel	11
daat	11
?a??aani	11
da?ii	11
dadungal	11
dagaaki	11
?alde	11
?aldi	11
dañiino	11
?annanii	11
?annoo	11
danyde	11
daraninoo?e	11
darano	11
date	11
dawriyankoo?e	11
dawriyankooje	11
debolemmbo	11
dee?eele	11
?ee?o	11
dekereeji	11
demba	11
denndaa?i	11
denndaagal	11
denndanngal	11
denndingol	11
?i?miri	11
?i?mu	11
difii	11
diiño	11
diiye	11
dilla	11
diwataa	11
diwoowo	11
dominik	11
donné	11
do?	11
?ooftaare	11
?ooftiima	11
doolni	11
dottude	11
?owata	11
dumaasu	11
e??ude	11
edwin	11
endu	11
engeleere	11
engo	11
esiraa?e	11
eskirib	11
espaañol	11
établir	11
évaluation	11
événements	11
fa’ti	11
faamnude	11
faayi	11
faayida	11
faggude	11
faliilu	11
fallemme	11
falo	11
farayseyanke	11
farwude	11
fawaama	11
fayii	11
feccaade	11
fella	11
feññina	11
fenoo?e	11
fewji	11
fifa	11
fiyeede	11
foo?o	11
foorasuuji	11
fori	11
fotaano	11
fuuta?ke	11
gaa??i	11
gaadanteeje	11
gaañannde	11
gala?uuji	11
gal?u?e	11
gannge	11
garba	11
gardabu	11
gasiri	11
gaw	11
gaynaani	11
gerek	11
giyaa	11
giyl	11
golleeji	11
gollodii?o	11
gollotonoo?e	11
gollude	11
gommbal	11
gonal	11
guje	11
gul?e	11
haa?naade	11
haandaani	11
haaruna	11
haaside	11
haawaa	11
hakille	11
hamediin	11
hanti	11
harbiyanke	11
haye	11
he?ii	11
help	11
heño	11
hes?itinde	11
hiira	11
hiisaa	11
hiisiwal	11
himmande	11
hod	11
hollitiino	11
holno	11
homo	11
hor?e	11
html	11
humambinnee?e	11
humpaani	11
ibraahim	11
inalco	11
inniraa?o	11
inniraande	11
internat	11
iphone	11
ism	11
issa	11
itte	11
iwii	11
jaabaaki	11
jaabi	11
jaa?nirgal	11
jaambureeje	11
jaasre	11
jaaw?o	11
jaayndeyankoo?e	11
ja??orii	11
jahannama	11
jamfaaji	11
jamir?o	11
janaale	11
jannginir?i	11
jannginirdu	11
janngoyde	11
jaraani	11
jar?o	11
jeeta?o	11
jenngii	11
jibingol	11
jiimgol	11
jiimnoo	11
jimme	11
jiytaa?e	11
jo??inii	11
jo?le	11
jogiima	11
jogotoo	11
jojjan?i	11
jojjugol	11
joo	11
joo?inoo	11
joo?taade	11
joo?torii	11
joola	11
joote	11
julyultondiral	11
jumpude	11
juul	11
kaalaama	11
kaalda	11
kaalden	11
kaandu?o	11
kaaso	11
kaatane	11
ka??o	11
karallee?e	11
karmaano	11
kaso	11
kayyaa	11
ke?aama	11
ke?indii	11
ke?tinaa?e	11
kecci	11
keddotoo	11
keep	11
keeriindi	11
keew	11
keewaano	11
keewde	11
keewkon	11
kenor?e	11
keroo?e	11
kes?itingol	11
kesum	11
kiidiira	11
kiir?o	11
kiisetee	11
kiisii	11
kiite	11
kilinton	11
klñ	11
ko?e	11
kogga	11
kol?uli	11
kollira	11
konko	11
konunkaagu	11
konunke	11
konuuli	11
koofnaali	11
koora	11
kosmos	11
koyle	11
kul?inii?i	11
kumballi	11
kumpitii?o	11
kuniima	11
kuu?todinngal	11
kuuje	11
kuutoraa?e	11
kuutortee	11
la??inii	11
lammbaaji	11
large	11
lelnaama	11
lelnande	11
lelnunoo	11
lemiin	11
liberté	11
lik?ere	11
lollirnoo	11
lomtii?o	11
lomtinande	11
lomtinde	11
londres	11
looraa	11
luulndii?o	11
luumo	11
m23	11
maafe	11
maamiraa?e	11
maayat	11
maay?e	11
mahande	11
majjiri	11
male	11
manhattan	11
maraadi	11
maurice	11
mbaaw?on	11
mba?daa	11
mba?iri	11
mba?-mi	11
mba?taa	11
mbah	11
mbardaa	11
mbattini	11
mbelemmaaji	11
mbismaa	11
mbiyat	11
mbonna	11
mbuusuuji	11
mefs	11
mere	11
mettinde	11
mettuka	11
mettunde	11
mi?en	11
miijaaki	11
ministeruuji	11
mobelaaji	11
moctar	11
mondialisation	11
moolanaangal	11
moonngel	11
moosinke	11
moris	11
moritaniyaagal	11
moto	11
mo??aagu	11
mo??ugol	11
mpr	11
muhamadu	11
muñde	11
murti	11
muusnde	11
ñaabinanaa?e	11
naaji	11
naamndaa	11
naamndi	11
naamnitaade	11
naatir?e	11
naatirta	11
naatnaatondiral	11
naatnugol	11
naattinde	11
ñaawa	11
ñaawreede	11
nafta	11
najoore	11
nanngaa?e	11
nanondiraa	11
natoowo	11
naworde	11
ndañ	11
ndañataano	11
ndañen	11
ndarotoo	11
ndartini	11
ndemeteendi	11
ndenndinaama	11
ndenta	11
ndew	11
ndiwii	11
ndogata	11
ndummbaa	11
nduppi	11
nduya	11
nehoo?e	11
neldee	11
newni	11
ngarngu	11
ngartira	11
ngasii	11
ngenndiyankeewu	11
ngenndiyankoore	11
ngoodaandi	11
ngoong?inaani	11
ngoppaani	11
ngoppu	11
ngo?aa	11
nguddaa	11
nguur	11
niamey	11
ni??i?i	11
ñifii	11
nimsaani	11
nja?ee	11
njahaa	11
njahee	11
njahrii	11
njamiri	11
njaree	11
njibinaama	11
njiimi	11
njiyaaka	11
njogiimi	11
njokkondira	11
nju??innoo	11
noir	11
nombreuses	11
nooto	11
nuldi	11
nuwel	11
?anaajo	11
oogaandi	11
pa??ondiral	11
pala?	11
pankare	11
parlemanteeruuji	11
parlii?i	11
paw?e	11
paya	11
peelelaagal	11
peewna	11
pija	11
poliis	11
polindaaji	11
polli	11
pooye	11
potnde	11
potnoo?e	11
pu??o	11
pulpule	11
pummirgal	11
rafaa	11
reentaare	11
rema	11
renforcer	11
renndaa?e	11
renndinee	11
report	11
resa	11
resii	11
revue	11
riiwtaani	11
rive	11
rokketee	11
rokkiti	11
rokku?e	11
ronka	11
ro?kude	11
royaume	11
ruppaade	11
rutti	11
saabinoo	11
saak	11
saawi	11
sabi	11
safal	11
sahodin?e	11
saltaade	11
sanndarma	11
santaraal	11
sappo?al	11
satii?e	11
seedewol	11
seen	11
seengoor	11
seerataa	11
sellii	11
semble	11
sengaal	11
siis	11
siise	11
siiseem	11
sijjaa	11
sikkaaka	11
sikkitaare	11
sinngapuur	11
smith	11
softude	11
sokku	11
sompaa	11
soodoo?e	11
sooninko	11
sooyibu	11
sosnoo	11
souligner	11
still	11
suees	11
sufoo?e	11
suivre	11
sukka	11
sukkere	11
sumii	11
sunglasses	11
supérieur	11
symbole	11
taabal	11
taardotoo	11
taarotoo?e	11
taccii	11
takka	11
takke	11
takkude	11
taksi	11
tammbii?i	11
tawri	11
tawtoroyeede	11
ta?gol	11
teddunde	11
teddundu	11
tee?anoo	11
teenti	11
teetde	11
teppere	11
teppude	11
teylii?o	11
tic	11
tiimde	11
tiindaade	11
tijaani	11
tijjaaniya	11
timmundi	11
tiwaande	11
to?a	11
to?ii	11
to??iinde	11
tolniinde	11
tooña	11
toppitiingu	11
totale	11
totte	11
totteede	11
transcription	11
troisième	11
tu??iima	11
tufam	11
t?	11
uddaama	11
uddiraa	11
ummanaa	11
unités	11
universelle	11
used	11
usel	11
ustaaki	11
usto	11
uut	11
véritable	11
villes	11
waadere	11
waalalde	11
waasinton	11
waawaani	11
wa?daama	11
wa??ini	11
wa?te	11
waggini	11
wali	11
war?e	11
wasinton	11
wattindiinde	11
wayleede	11
wayloo	11
weelnii	11
weeyiyankoo?e	11
weeyooji	11
weliraa	11
werloo	11
wii?e	11
wilde	11
winndereeje	11
winndereewu	11
wirus	11
within	11
wiyatnoo?e	11
wonaande	11
wonndu?e	11
woodnde	11
woppaama	11
woppu?e	11
wowlaandu	11
woyii	11
wullitii	11
wum?e	11
wuuraani	11
yaajii	11
yaaw	11
yaawa	11
yahaa	11
yaltidi	11
?amal	11
yanaama	11
yannde	11
yannoo	11
yarkoma	11
yeddi	11
yeewta	11
yeewtidii	11
yeeyoyde	11
yejjitaaka	11
yejjiti	11
yejjittaa	11
?ellita	11
?ellitii	11
?ellito	11
?ellitooje	11
yer?i	11
yer?ude	11
yettere	11
yettetee	11
yettoyii	11
yi?aano	11
?ii?e	11
?ii?ewal	11
yimii	11
yiyetee	11
yiyrude	11
yiytinaade	11
yowii	11
yu??in	11
yuurnaade	11
aamiini	10
abbitaade	10
abda	10
adaaji	10
addani-en	10
adunaaru	10
adunayankoore	10
africa	10
akbar	10
alajji	10
alassane	10
albeer	10
aldrin	10
aljeri	10
almaañnaajo	10
already	10
alsee	10
alwaali	10
ammaa	10
ampulaaji	10
?nd	10
andu	10
annabiijo	10
anndaama	10
anndaande	10
anndiri	10
aññeere	10
arditaade	10
ariyel	10
around	10
artaani	10
asad	10
asawaad	10
atalantik	10
aw?al	10
aynaa	10
aynoo?e	10
baade	10
?aarni	10
baawnugol	10
back	10
ba?etee?i	10
ba?londiral	10
bahbaa?e	10
?alewal	10
bambara	10
bandiraa?e	10
banngoo	10
banngor?e	10
baral	10
barooje	10
bebeer	10
bee	10
?ee?o	10
bellitii?e	10
bennoo	10
?ennungal	10
?esnude	10
besoins	10
betti	10
?eydaa	10
?eydani	10
?i?tere	10
?ii	10
biineegara	10
?ilal	10
?irdugal	10
bismiima	10
?iyam	10
?occitaade	10
?oggeedow	10
?oki	10
bokke	10
bokova	10
bommbooje	10
bonnaani	10
bonnande	10
bonngal	10
boongo	10
booti	10
?or?itgol	10
boyngel	10
budda	10
bunaa	10
?urdi	10
burgal	10
?urngel	10
burundi	10
buu	10
?uuti	10
buutufal	10
caabinoo	10
caama	10
caasam	10
cabborgal	10
ca?tungal	10
cafrir?o	10
cammbulel	10
cammeeje	10
cankagol	10
ceddeeje	10
ceddin?e	10
ceedtagol	10
cehe	10
cek	10
ceni?am	10
ceppi	10
cerno	10
cew?e	10
cewngel	10
cibooji	10
cifti-nen	10
ciftini	10
cikkitii	10
cillo	10
compi	10
conngi	10
coom?e	10
cooyngal	10
cooynii	10
coppee	10
coy	10
cuballo	10
cumuuji	10
cuusii	10
?a	10
?aahiiru	10
daali	10
daarteede	10
daayo	10
?a??aa?e	10
?a??iino	10
?a??irii	10
?accude	10
da?a	10
da?ataa	10
da?nda	10
da?ndii	10
dañata	10
?anniima	10
?anniyankaagal	10
?annotoo?e	10
daraa	10
darantoo	10
darjude	10
dartoraade	10
dawii	10
dawru?i	10
deedal	10
deentagol	10
defetere	10
delegeeji	10
denis	10
difaade	10
diisnondirde	10
dikkii	10
dillini	10
dimension	10
diminna	10
dingaral	10
?iya	10
dogii	10
?oofteede	10
?ooftotoo	10
dooli	10
doolnu?i	10
doos	10
?u?al	10
dutal	10
duwanoo	10
duwansa	10
échanges	10
ee?ol	10
eewnii	10
égalité	10
elbeuf	10
en?i	10
engel	10
eni	10
êtes	10
étranger	10
étudiants	10
ewenmaaji	10
eywa	10
faamaamuya	10
faande	10
faanditaa	10
faarnoraade	10
faayni	10
fagguru	10
fatere	10
fawaani	10
faytude	10
feccaa	10
feccataa	10
feewii	10
feewnee	10
feewneede	10
feewnirtee	10
felikse	10
fenndoo	10
fi?ondirii	10
fi?a	10
fijannde	10
filmuuji	10
firtii	10
fitiramgollaagu	10
fiyaama	10
fofof	10
follu?e	10
foo?ti	10
foondu	10
football	10
fottii	10
fu??unoo	10
fu?naange-rewo	10
fulcom	10
fulkuru	10
fusaa	10
g20	10
gaabu	10
gaadoraa?i	10
gaanti	10
gaddu?e	10
ganndi	10
garaad	10
garnoo?e	10
gawde	10
gel	10
gini	10
giray	10
give	10
giyal	10
godoro?	10
gollagol	10
gollanii?o	10
gollantoo?o	10
gonndu?o	10
go'o	10
goong?inaani	10
gorlal	10
go'to	10
gps	10
guddu?e	10
gudro?aaji	10
gul?o	10
haa?nii	10
haa?re	10
haaldata	10
haaliino	10
haannde	10
haannoo	10
haara	10
ha?ii	10
ha?iima	10
hajjaa	10
hakkundeewu	10
hal	10
halfina	10
halfude	10
halimata	10
hamdaat	10
hamdinii	10
hapa	10
hawngooji	10
hawritii	10
hawritoyde	10
hawsa	10
haydaar	10
hebla	10
heddodaade	10
heddoraa	10
heelaa	10
heerondiri	10
heftineede	10
heñoraande	10
heptinaa	10
hes?itinaa	10
hijjoyde	10
hirsaama	10
ho?a	10
ho?aa	10
hoolkiso	10
horaa	10
horirde	10
hucci	10
humpitii	10
hunaare	10
huutortonoo	10
ingaal	10
inndonoosi	10
inndosiin	10
iñnjee	10
isen	10
jaa	10
jaabeede	10
jaafotoo?o	10
jaagaraf	10
jaal?aade	10
jaanis	10
jaasaa	10
jaa?e	10
jaayndiya?ke	10
ja?	10
ja?aa?o	10
ja??agol	10
jaggaa?e	10
jaggaama	10
jaggiraa	10
jaggu	10
jahnoo?o	10
jak	10
jali	10
jaltoowo	10
janngaa	10
jaraaf	10
jaraale	10
jardugal	10
jarlitii?o	10
jayli	10
jedditii?o	10
jejjit?o	10
jermanoo	10
jeunesse	10
jeydigal	10
jiilotoo?o	10
jippini	10
jiyle	10
joginoo?e	10
jogodii	10
jojjude	10
jokkata	10
jokkondir?e	10
jokkondir?o	10
jolaama	10
jolee	10
jololburgu	10
joñeede	10
joñgol	10
joo?iinde	10
joofgol	10
joomgalle	10
joonijooni	10
joopaa	10
journaux	10
joya?iijo	10
juste	10
juulirde	10
juuraa	10
juuroo	10
juuroyii	10
juutngol	10
kaa?niika	10
kaamiilu	10
kaasum	10
kaaye	10
ka?tagol	10
ka?gol	10
kadijeta	10
kalhaldi	10
kalifaagal	10
kaliifu	10
kamarel	10
kanngol	10
karminoowo	10
kasanka	10
kathrada	10
katojinaa?e	10
kawritii	10
kayhay	10
kayraba	10
ke??en	10
keblaama	10
ke?taani	10
keel?unoo	10
keew?en	10
kelgol	10
kereku	10
kew?o	10
kiir?e	10
kiisngal	10
ko?dii?e	10
ko?dii?o	10
ko??o	10
ko?oowo	10
kollitaani	10
kollitoowo	10
kolombis	10
kolommbi	10
koloniiji	10
konaakirii	10
kooyaa	10
koyli	10
kuccondiral	10
kuduu	10
kuftodinngal	10
kuftodinngu	10
kurumah	10
kuu?tidinngu	10
kuu?todinngol	10
kuudi	10
kuutortonoo	10
kuutortoo?e	10
kuwaame	10
laa?ani	10
laamiinde	10
laboratoire	10
ladies	10
lahe	10
lamol	10
languages	10
lasal	10
lee?te	10
leewoo	10
lekonte	10
l'elevage	10
leñamleñaagu	10
lesleso	10
lettre	10
lewe	10
leydiire	10
licence	10
liggodtoo	10
limsere	10
lingeer	10
loi-cadre	10
longtemps	10
lonngini	10
lootoo	10
luggal	10
lun	10
luulndinoo?e	10
luunndii?e	10
luunndii?i	10
luurondiri	10
maantinngal	10
maawoo	10
magiyankoo?e	10
makkon	10
mante	10
mantii	10
margol	10
mariam	10
martabaaji	10
maruceewo	10
masse	10
mataar	10
mauritaniennes	10
mauriweb	10
mawniraa?e	10
mawnum	10
maysuur	10
mbaawon	10
mba?iino	10
mba?noongu	10
mbalu	10
mbamu	10
mbaylii	10
mbellitaa	10
mbiyri	10
medecins	10
médiatique	10
meh?e	10
meilleur	10
metewo	10
mi?a	10
milliers	10
misel	10
mkm	10
modibo	10
mohammedu	10
moktar	10
momaar	10
monbuwet	10
moobaare	10
moodibo	10
moolor?i	10
moori	10
moorii	10
moriis	10
motti	10
mo??ii	10
mu'en	10
muñ	10
mursi	10
mutii	10
muuyaande	10
naafki	10
naafle	10
ñaago	10
ñaam	10
ñaañooji	10
naat?o	10
ñaawaama	10
ñaawata	10
naftooje	10
naftowal	10
najiiru	10
nalnde	10
nang?e	10
nanngitii	10
nanondirii	10
nasaardiin	10
natangol	10
nattiino	10
ñaw	10
nawaani	10
nawat	10
nawdi	10
ñawndaaka	10
naya?ol	10
nba	10
ndaar	10
nda??a	10
nda?ondiri	10
ndahee	10
ndaraaki	10
ndarni	10
ndate	10
ndesaaje	10
ndewaa	10
ndinngiral	10
